,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,variant_id,quarter,year,orderquantity,unitprice,sales,view,add_to_cart,orderquantity_next_quarter,view_next_quarter,add_to_cart_next_quarter,best_seller_of_quarter,best_seller_next_quarter,add_to_cart_rate,cart_to_order_rate,conversion_rate,aov,order_growth,view_growth,add_to_cart_growth,aov_lag_1,add_to_cart_lag_1,orderquantity_lag_1,orderquantity_lag_2,orderquantity_lag_3,view_lag_1,order_3q_avg,order_6q_avg,view_3q_avg,add_to_cart_3q_avg
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,1.0,2009.0,65.0,218500.0,618.35,15835.0,215.0,37.0,0.0,0.0,0.0,0.0,0.0135775181559835,0.3023255813953488,0.0041048310704136,9.513076923076923,0.5692307692307692,0.0,0.0,,,,,,,,,,
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.0,2.0,2009.0,37.0,218500.0,347.84,5140.0,124.0,39.0,0.0,0.0,0.0,0.0,0.024124513618677,0.2983870967741935,0.0071984435797665,9.40108108108108,1.054054054054054,0.0,0.0,9.513076923076923,215.0,65.0,,,15835.0,,,,
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,2.0,2010.0,39.0,218500.0,335.35,7848.0,186.0,35.0,0.0,0.0,0.0,0.0,0.0237003058103975,0.2096774193548387,0.0049694189602446,8.59871794871795,0.8974358974358975,0.0,0.0,9.40108108108108,124.0,37.0,65.0,,5140.0,47.0,,9607.666666666666,175.0
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,3.0,2010.0,35.0,218500.0,324.30999999999995,8660.0,125.0,23.0,0.0,0.0,0.0,0.0,0.0144341801385681,0.28,0.004041570438799,9.265999999999998,0.6571428571428571,0.0,0.0,8.59871794871795,186.0,39.0,37.0,65.0,7848.0,37.0,,7216.0,145.0
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.0,4.0,2010.0,23.0,218500.0,217.35,4161.0,97.0,75.0,0.0,0.0,0.0,0.0,0.0233117039173275,0.2371134020618556,0.0055275174236962,9.45,3.260869565217391,0.0,0.0,9.265999999999998,125.0,35.0,39.0,37.0,8660.0,32.333333333333336,,6889.666666666667,136.0
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,3.0,2.0,2011.0,75.0,218500.0,648.4100000000001,15439.0,411.0,16.0,0.0,0.0,0.0,0.0,0.0266208951356953,0.1824817518248175,0.0048578275795064,8.645466666666668,0.2133333333333333,0.0,0.0,9.45,97.0,23.0,35.0,39.0,4161.0,44.333333333333336,45.66666666666666,9420.0,211.0
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,3.0,4.0,2011.0,16.0,218500.0,136.98,5774.0,60.0,87.0,0.0,0.0,0.0,0.0,0.0103914097679251,0.2666666666666666,0.00277104260478,8.56125,5.4375,0.0,0.0,8.645466666666668,411.0,75.0,23.0,35.0,15439.0,38.0,37.5,8458.0,189.3333333333333
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,3.0,1.0,2012.0,87.0,218500.0,768.05,30905.0,355.0,78.0,0.0,0.0,0.0,0.0,0.0114868144313217,0.2450704225352112,0.0028150784662675,8.82816091954023,0.896551724137931,0.0,0.0,8.56125,60.0,16.0,75.0,23.0,5774.0,59.333333333333336,45.833333333333336,17372.666666666668,275.3333333333333
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,4.0,1.0,2009.0,35.0,191000.0,285.01,8529.0,186.0,36.0,0.0,0.0,0.0,0.0,0.0218079493492789,0.1881720430107527,0.0041036463829288,8.143142857142857,1.0285714285714285,0.0,0.0,,,,,,,,,,
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,4.0,2.0,2009.0,36.0,191000.0,281.71,9171.0,177.0,8.0,0.0,0.0,0.0,0.0,0.019299967288191,0.2033898305084746,0.0039254170755642,7.825277777777777,0.2222222222222222,0.0,0.0,8.143142857142857,186.0,35.0,,,8529.0,,,,
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,4.0,3.0,2009.0,8.0,191000.0,64.23,2469.0,26.0,1.0,0.0,0.0,0.0,0.0,0.010530579181855,0.3076923076923077,0.0032401782098015,8.02875,0.125,0.0,0.0,7.825277777777777,177.0,36.0,35.0,,9171.0,26.33333333333333,,6723.0,129.66666666666666
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4.0,4.0,2009.0,1.0,191000.0,8.34,144.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.25,0.0069444444444444,8.34,2.0,0.0,0.0,8.02875,26.0,8.0,36.0,35.0,2469.0,15.0,,3928.0,69.0
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,4.0,2.0,2010.0,2.0,191000.0,30.83,1977.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0050581689428426,0.2,0.0010116337885685,15.415,19.5,0.0,0.0,8.34,4.0,1.0,8.0,36.0,144.0,3.6666666666666665,,1530.0,13.333333333333334
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,4.0,3.0,2010.0,39.0,191000.0,286.81,8388.0,141.0,7.0,0.0,0.0,0.0,0.0,0.0168097281831187,0.2765957446808511,0.0046494992846924,7.354102564102564,0.1794871794871795,0.0,0.0,15.415,10.0,2.0,1.0,8.0,1977.0,14.0,20.166666666666668,3503.0,51.66666666666666
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,5.0,1.0,2009.0,47.0,393500.0,672.46,5162.0,140.0,16.0,0.0,0.0,0.0,0.0,0.0271212708252615,0.3357142857142857,0.0091049980627663,14.307659574468088,0.3404255319148936,0.0,0.0,,,,,,,,,,
25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,5.0,4.0,2009.0,16.0,393500.0,248.26,3197.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0206443540819518,0.2424242424242424,0.0050046918986549,15.51625,3.875,0.0,0.0,14.307659574468088,140.0,47.0,,,5162.0,,,,
26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,5.0,1.0,2010.0,62.0,393500.0,968.88,11947.0,328.0,43.0,0.0,0.0,0.0,0.0,0.0274545911107391,0.1890243902439024,0.0051895873441031,15.627096774193548,0.6935483870967742,0.0,0.0,15.51625,66.0,16.0,47.0,,3197.0,41.66666666666666,,6768.666666666667,178.0
27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,6.0,2.0,2010.0,25.0,247500.0,233.05,18258.0,127.0,41.0,0.0,0.0,0.0,0.0,0.0069558549676853,0.1968503937007874,0.0013692627889144,9.322,1.64,0.0,0.0,,,,,,,,,,
28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,6.0,3.0,2010.0,41.0,247500.0,405.83,42957.0,239.0,23.0,0.0,0.0,0.0,0.0,0.0055637032381218,0.1715481171548117,0.0009544428149079,9.89829268292683,0.5609756097560976,0.0,0.0,9.322,127.0,25.0,,,18258.0,,,,
29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,7.0,1.0,2009.0,20.0,121000.0,103.39,4312.0,84.0,18.0,0.0,0.0,0.0,0.0,0.0194805194805194,0.238095238095238,0.0046382189239332,5.1695,0.9,0.0,0.0,,,,,,,,,,
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,7.0,2.0,2009.0,18.0,121000.0,88.44,2935.0,69.0,27.0,0.0,0.0,0.0,0.0,0.0235093696763202,0.2608695652173913,0.0061328790459965,4.913333333333333,1.5,0.0,0.0,5.1695,84.0,20.0,,,4312.0,,,,
31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,7.0,3.0,2009.0,27.0,121000.0,123.46,9120.0,176.0,53.0,0.0,0.0,0.0,0.0,0.019298245614035,0.1534090909090909,0.0029605263157894,4.572592592592592,1.962962962962963,0.0,0.0,4.913333333333333,69.0,18.0,20.0,,2935.0,21.666666666666668,,5455.666666666667,109.66666666666669
32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,7.0,2.0,2010.0,53.0,121000.0,249.21,11821.0,244.0,7.0,0.0,0.0,0.0,0.0,0.0206412317062854,0.2172131147540983,0.0044835462312833,4.702075471698113,0.1320754716981132,0.0,0.0,4.572592592592592,176.0,27.0,18.0,20.0,9120.0,32.666666666666664,,7958.666666666667,163.0
33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,7.0,3.0,2010.0,7.0,121000.0,37.3,1657.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0144840072420036,0.2916666666666667,0.004224502112251,5.328571428571428,5.142857142857143,0.0,0.0,4.702075471698113,244.0,53.0,27.0,18.0,11821.0,29.0,,7532.666666666667,148.0
34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,7.0,3.0,2011.0,36.0,121000.0,168.76,8951.0,123.0,33.0,0.0,0.0,0.0,0.0,0.0137414813987263,0.2926829268292683,0.0040218969947491,4.687777777777778,0.9166666666666666,0.0,0.0,5.328571428571428,24.0,7.0,53.0,27.0,1657.0,32.0,26.83333333333333,7476.333333333333,130.33333333333334
35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,7.0,4.0,2011.0,33.0,121000.0,162.0,8595.0,114.0,12.0,0.0,0.0,0.0,0.0,0.0132635253054101,0.2894736842105263,0.0038394415357766,4.909090909090909,0.3636363636363636,0.0,0.0,4.687777777777778,123.0,36.0,7.0,53.0,8951.0,25.33333333333333,29.0,6401.0,87.0
36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,7.0,1.0,2012.0,12.0,121000.0,56.73,3017.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0185614849187935,0.2142857142857142,0.0039774610540271,4.7275,0.4166666666666667,0.0,0.0,4.909090909090909,114.0,33.0,36.0,7.0,8595.0,27.0,28.0,6854.333333333333,97.66666666666669
37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,8.0,4.0,2009.0,42.0,54500.00000000001,88.23,29698.0,267.0,27.0,0.0,0.0,0.0,0.0,0.0089905044110714,0.1573033707865168,0.0014142366489325,2.100714285714286,0.6428571428571429,0.0,0.0,,,,,,,,,,
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,8.0,3.0,2010.0,27.0,54500.00000000001,67.3,3741.0,91.0,14.0,0.0,0.0,0.0,0.0,0.0243250467789361,0.2967032967032967,0.0072173215717722,2.4925925925925925,0.5185185185185185,0.0,0.0,2.100714285714286,267.0,42.0,,,29698.0,,,,
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,10.0,2.0,2009.0,67.0,92000.0,246.61,11816.0,352.0,31.0,0.0,0.0,0.0,0.0,0.0297901150981719,0.1903409090909091,0.0056702775897088,3.680746268656716,0.4626865671641791,0.0,0.0,,,,,,,,,,
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,10.0,2.0,2010.0,31.0,92000.0,111.63,28235.0,178.0,31.0,0.0,0.0,0.0,0.0,0.0063042323357534,0.1741573033707865,0.0010979281034177,3.6009677419354835,1.0,0.0,0.0,3.680746268656716,352.0,67.0,,,11816.0,,,,
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,11.0,1.0,2009.0,14.0,5204000.0,2690.84,14904.0,85.0,39.0,0.0,0.0,0.0,0.0,0.0057031669350509,0.1647058823529411,0.0009393451422436,192.2028571428572,2.7857142857142856,0.0,0.0,,,,,,,,,,
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,11.0,2.0,2010.0,39.0,5204000.0,8407.08,21843.0,243.0,17.0,0.0,0.0,0.0,0.0,0.0111248454882571,0.1604938271604938,0.0017854690289795,215.56615384615384,0.4358974358974359,0.0,0.0,192.2028571428572,85.0,14.0,,,14904.0,,,,
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,12.0,4.0,2009.0,1.0,183750.0,13.16,732.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0054644808743169,0.25,0.0013661202185792,13.16,35.0,0.0,0.0,,,,,,,,,,
44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,13.0,1.0,2009.0,47.0,65000.0,117.88,8989.0,159.0,36.0,0.0,0.0,0.0,0.0,0.0176882856825008,0.2955974842767295,0.0052286127489153,2.5080851063829788,0.7659574468085106,0.0,0.0,,,,,,,,,,
45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,13.0,3.0,2009.0,36.0,65000.0,100.68,6783.0,128.0,27.0,0.0,0.0,0.0,0.0,0.0188707061772077,0.28125,0.0053073861123396,2.796666666666667,0.75,0.0,0.0,2.5080851063829788,159.0,47.0,,,8989.0,,,,
46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,13.0,4.0,2009.0,27.0,65000.0,71.39,7390.0,144.0,45.0,0.0,0.0,0.0,0.0,0.0194857916102841,0.1875,0.0036535859269282,2.6440740740740742,1.6666666666666667,0.0,0.0,2.796666666666667,128.0,36.0,47.0,,6783.0,36.66666666666666,,7720.666666666667,143.66666666666666
47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,13.0,1.0,2010.0,45.0,65000.0,129.69,11112.0,139.0,43.0,0.0,0.0,0.0,0.0,0.0125089992800575,0.3237410071942446,0.0040496760259179,2.882,0.9555555555555556,0.0,0.0,2.6440740740740742,144.0,27.0,36.0,47.0,7390.0,36.0,,8428.333333333334,137.0
48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,13.0,2.0,2010.0,43.0,65000.0,110.64,7021.0,145.0,76.0,0.0,0.0,0.0,0.0,0.0206523287281014,0.296551724137931,0.0061244836917817,2.5730232558139536,1.7674418604651163,0.0,0.0,2.882,139.0,45.0,27.0,36.0,11112.0,38.333333333333336,,8507.666666666666,142.66666666666666
49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,13.0,2.0,2011.0,76.0,65000.0,203.57,32820.0,378.0,14.0,0.0,0.0,0.0,0.0,0.0115173674588665,0.201058201058201,0.0023156611822059,2.678552631578947,0.1842105263157894,0.0,0.0,2.5730232558139536,145.0,43.0,45.0,27.0,7021.0,54.66666666666666,45.66666666666666,16984.333333333332,220.66666666666663
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,13.0,4.0,2011.0,14.0,65000.0,37.9,4019.0,61.0,12.0,0.0,0.0,0.0,0.0,0.0151779049514804,0.2295081967213114,0.0034834535954217,2.707142857142857,0.8571428571428571,0.0,0.0,2.678552631578947,378.0,76.0,43.0,45.0,32820.0,44.333333333333336,40.16666666666666,14620.0,194.66666666666663
51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,14.0,2.0,2009.0,40.0,499500.0,736.96,9755.0,241.0,11.0,0.0,0.0,0.0,0.0,0.0247052793439261,0.1659751037344398,0.0041004613018964,18.424,0.275,0.0,0.0,,,,,,,,,,
52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,14.0,3.0,2009.0,11.0,499500.0,227.41,2988.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0117135207496653,0.3142857142857143,0.0036813922356091,20.67363636363636,4.090909090909091,0.0,0.0,18.424,241.0,40.0,,,9755.0,,,,
53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,14.0,3.0,2010.0,45.0,499500.0,852.05,25580.0,137.0,34.0,0.0,0.0,0.0,0.0,0.0053557466770914,0.3284671532846715,0.001759186864738,18.934444444444445,0.7555555555555555,0.0,0.0,20.67363636363636,35.0,11.0,40.0,,2988.0,32.0,,12774.333333333334,137.66666666666666
54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,14.0,4.0,2010.0,34.0,499500.0,684.66,14501.0,196.0,12.0,0.0,0.0,0.0,0.0,0.0135163092200537,0.173469387755102,0.0023446658851113,20.13705882352941,0.3529411764705882,0.0,0.0,18.934444444444445,137.0,45.0,11.0,40.0,25580.0,30.0,,14356.333333333334,122.66666666666669
55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,14.0,2.0,2011.0,12.0,499500.0,262.09,1501.0,38.0,63.0,0.0,0.0,0.0,0.0,0.0253164556962025,0.3157894736842105,0.0079946702198534,21.84083333333333,5.25,0.0,0.0,20.13705882352941,196.0,34.0,45.0,11.0,14501.0,30.33333333333333,,13860.666666666666,123.66666666666669
56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,14.0,4.0,2011.0,63.0,499500.0,1285.01,7415.0,185.0,83.0,0.0,0.0,0.0,0.0,0.0249494268374915,0.3405405405405405,0.008496291301416,20.39698412698413,1.3174603174603174,0.0,0.0,21.84083333333333,38.0,12.0,34.0,45.0,1501.0,36.333333333333336,34.166666666666664,7805.666666666667,139.66666666666666
57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,14.0,2.0,2012.0,83.0,499500.0,1688.89,16817.0,482.0,24.0,0.0,0.0,0.0,0.0,0.0286614735089492,0.1721991701244813,0.0049354819527858,20.34807228915663,0.2891566265060241,0.0,0.0,20.39698412698413,185.0,63.0,12.0,34.0,7415.0,52.66666666666666,41.333333333333336,8577.666666666666,235.0
58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,16.0,1.0,2009.0,27.0,524750.0,512.3885,6273.0,117.0,41.0,0.0,0.0,0.0,0.0,0.018651362984218,0.2307692307692307,0.0043041606886657,18.977351851851854,1.5185185185185186,0.0,0.0,,,,,,,,,,
59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,16.0,2.0,2009.0,41.0,524750.0,728.127,6410.0,163.0,25.0,0.0,0.0,0.0,0.0,0.0254290171606864,0.2515337423312883,0.006396255850234,17.75919512195122,0.6097560975609756,0.0,0.0,18.977351851851854,117.0,27.0,,,6273.0,,,,
60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,16.0,3.0,2009.0,25.0,524750.0,453.2455,8924.0,89.0,66.0,0.0,0.0,0.0,0.0,0.0099731062303899,0.2808988764044944,0.0028014343343792,18.12982,2.64,0.0,0.0,17.75919512195122,163.0,41.0,27.0,,6410.0,31.0,,7202.333333333333,123.0
61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,16.0,1.0,2010.0,66.0,524750.0,1193.213,25735.0,438.0,19.0,0.0,0.0,0.0,0.0,0.0170196230814066,0.1506849315068493,0.0025646007382941,18.078984848484847,0.2878787878787879,0.0,0.0,18.12982,89.0,25.0,41.0,27.0,8924.0,44.0,,13689.666666666666,230.0
62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,16.0,2.0,2010.0,19.0,524750.0,355.3595,11288.0,84.0,26.0,0.0,0.0,0.0,0.0,0.0074415308291991,0.2261904761904762,0.0016832034018426,18.70313157894737,1.368421052631579,0.0,0.0,18.078984848484847,438.0,66.0,25.0,41.0,25735.0,36.66666666666666,,15315.666666666666,203.66666666666663
63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,16.0,4.0,2010.0,26.0,524750.0,450.0155,7208.0,130.0,45.0,0.0,0.0,0.0,0.0,0.0180355160932297,0.2,0.0036071032186459,17.30828846153846,1.7307692307692308,0.0,0.0,18.70313157894737,84.0,19.0,66.0,25.0,11288.0,37.0,34.0,14743.666666666666,217.3333333333333
64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,16.0,1.0,2011.0,45.0,524750.0,837.386,8753.0,241.0,67.0,0.0,0.0,0.0,0.0,0.0275334171141323,0.1867219917012448,0.0051410944818919,18.60857777777778,1.488888888888889,0.0,0.0,17.30828846153846,130.0,26.0,19.0,66.0,7208.0,30.0,37.0,9083.0,151.66666666666666
65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,16.0,2.0,2011.0,67.0,524750.0,1232.2959999999998,17909.0,220.0,30.0,0.0,0.0,0.0,0.0,0.0122843263163772,0.3045454545454545,0.0037411357418057,18.392477611940297,0.4477611940298507,0.0,0.0,18.60857777777778,241.0,45.0,26.0,19.0,8753.0,46.0,41.333333333333336,11290.0,197.0
66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,16.0,4.0,2011.0,30.0,524750.0,554.4295,20344.0,199.0,2.0,0.0,0.0,0.0,0.0,0.0097817538340542,0.1507537688442211,0.00147463625639,18.48098333333333,0.0666666666666666,0.0,0.0,18.392477611940297,220.0,67.0,45.0,26.0,17909.0,47.333333333333336,42.16666666666666,15668.666666666666,220.0
