variant_id,quarter,year,orderquantity,unitprice,sales,view,add_to_cart,orderquantity_next_quarter,view_next_quarter,add_to_cart_next_quarter,best_seller_of_quarter,best_seller_next_quarter,add_to_cart_rate,cart_to_order_rate,conversion_rate,aov,order_growth,view_growth,add_to_cart_growth,aov_lag_1,add_to_cart_lag_1,orderquantity_lag_1,orderquantity_lag_2,orderquantity_lag_3,view_lag_1,order_3q_avg,order_6q_avg,view_3q_avg,add_to_cart_3q_avg
4,2,2009,36,191000.0,281.71,9171,177,8.0,0.0,0.0,0,0.0,0.019299967288191038,0.2033898305084746,0.003925417075564278,7.825277777777777,0.2222222222222222,0.0,0.0,8.143142857142857,186.0,35.0,,,8529.0,,,,
4,3,2009,8,191000.0,64.23,2469,26,1.0,0.0,0.0,0,0.0,0.010530579181855002,0.3076923076923077,0.0032401782098015392,8.02875,0.125,0.0,0.0,7.825277777777777,177.0,36.0,35.0,,9171.0,26.333333333333332,,6723.0,129.66666666666666
4,4,2009,1,191000.0,8.34,144,4,2.0,0.0,0.0,0,0.0,0.027777777777777776,0.25,0.006944444444444444,8.34,2.0,0.0,0.0,8.02875,26.0,8.0,36.0,35.0,2469.0,15.0,,3928.0,69.0
4,2,2010,2,191000.0,30.83,1977,10,39.0,0.0,0.0,0,0.0,0.005058168942842691,0.2,0.0010116337885685382,15.415,19.5,0.0,0.0,8.34,4.0,1.0,8.0,36.0,144.0,3.6666666666666665,,1530.0,13.333333333333334
4,3,2010,39,191000.0,286.81,8388,141,7.0,0.0,0.0,0,0.0,0.016809728183118742,0.2765957446808511,0.004649499284692418,7.354102564102564,0.1794871794871795,0.0,0.0,15.415,10.0,2.0,1.0,8.0,1977.0,14.0,20.166666666666668,3503.0,51.666666666666664
5,1,2009,47,393500.0,672.46,5162,140,16.0,0.0,0.0,0,0.0,0.027121270825261525,0.3357142857142857,0.00910499806276637,14.307659574468087,0.3404255319148936,0.0,0.0,,,,,,,,,,
5,4,2009,16,393500.0,248.26,3197,66,62.0,0.0,0.0,0,0.0,0.02064435408195183,0.24242424242424243,0.005004691898654989,15.51625,3.875,0.0,0.0,14.307659574468087,140.0,47.0,,,5162.0,,,,
5,1,2010,62,393500.0,968.88,11947,328,43.0,0.0,0.0,0,0.0,0.0274545911107391,0.18902439024390244,0.005189587344103122,15.627096774193548,0.6935483870967742,0.0,0.0,15.51625,66.0,16.0,47.0,,3197.0,41.666666666666664,,6768.666666666667,178.0
6,2,2010,25,247500.0,233.05,18258,127,41.0,0.0,0.0,0,0.0,0.006955854967685398,0.1968503937007874,0.0013692627889144485,9.322000000000001,1.64,0.0,0.0,,,,,,,,,,
6,3,2010,41,247500.0,405.83,42957,239,23.0,0.0,0.0,0,0.0,0.005563703238121843,0.17154811715481172,0.0009544428149079312,9.89829268292683,0.5609756097560976,0.0,0.0,9.322000000000001,127.0,25.0,,,18258.0,,,,
7,1,2009,20,121000.0,103.39,4312,84,18.0,0.0,0.0,0,0.0,0.01948051948051948,0.23809523809523808,0.00463821892393321,5.1695,0.9,0.0,0.0,,,,,,,,,,
7,2,2009,18,121000.0,88.44,2935,69,27.0,0.0,0.0,0,0.0,0.023509369676320273,0.2608695652173913,0.006132879045996593,4.913333333333333,1.5,0.0,0.0,5.1695,84.0,20.0,,,4312.0,,,,
7,3,2009,27,121000.0,123.46,9120,176,53.0,0.0,0.0,0,0.0,0.01929824561403509,0.1534090909090909,0.0029605263157894738,4.572592592592592,1.962962962962963,0.0,0.0,4.913333333333333,69.0,18.0,20.0,,2935.0,21.666666666666668,,5455.666666666667,109.66666666666667
7,2,2010,53,121000.0,249.21,11821,244,7.0,0.0,0.0,0,0.0,0.020641231706285425,0.21721311475409835,0.004483546231283309,4.702075471698113,0.1320754716981132,0.0,0.0,4.572592592592592,176.0,27.0,18.0,20.0,9120.0,32.666666666666664,,7958.666666666667,163.0
7,3,2010,7,121000.0,37.3,1657,24,36.0,0.0,0.0,0,0.0,0.01448400724200362,0.2916666666666667,0.004224502112251056,5.328571428571428,5.142857142857143,0.0,0.0,4.702075471698113,244.0,53.0,27.0,18.0,11821.0,29.0,,7532.666666666667,148.0
7,3,2011,36,121000.0,168.76,8951,123,33.0,0.0,0.0,0,0.0,0.013741481398726399,0.2926829268292683,0.00402189699474919,4.687777777777778,0.9166666666666666,0.0,0.0,5.328571428571428,24.0,7.0,53.0,27.0,1657.0,32.0,26.833333333333332,7476.333333333333,130.33333333333334
7,4,2011,33,121000.0,162.0,8595,114,12.0,0.0,0.0,0,0.0,0.013263525305410123,0.2894736842105263,0.0038394415357766143,4.909090909090909,0.36363636363636365,0.0,0.0,4.687777777777778,123.0,36.0,7.0,53.0,8951.0,25.333333333333332,29.0,6401.0,87.0
7,1,2012,12,121000.0,56.73,3017,56,5.0,0.0,0.0,0,0.0,0.018561484918793503,0.21428571428571427,0.003977461054027179,4.7275,0.4166666666666667,0.0,0.0,4.909090909090909,114.0,33.0,36.0,7.0,8595.0,27.0,28.0,6854.333333333333,97.66666666666667
8,4,2009,42,54500.00000000001,88.23,29698,267,27.0,0.0,0.0,0,0.0,0.008990504411071453,0.15730337078651685,0.0014142366489325881,2.100714285714286,0.6428571428571429,0.0,0.0,,,,,,,,,,
8,3,2010,27,54500.00000000001,67.3,3741,91,14.0,0.0,0.0,0,0.0,0.024325046778936113,0.2967032967032967,0.007217321571772253,2.4925925925925925,0.5185185185185185,0.0,0.0,2.100714285714286,267.0,42.0,,,29698.0,,,,
10,2,2009,67,92000.0,246.60999999999999,11816,352,31.0,0.0,0.0,0,0.0,0.02979011509817197,0.1903409090909091,0.005670277589708869,3.680746268656716,0.4626865671641791,0.0,0.0,,,,,,,,,,
10,2,2010,31,92000.0,111.63,28235,178,31.0,0.0,0.0,0,0.0,0.006304232335753498,0.17415730337078653,0.001097928103417744,3.6009677419354835,1.0,0.0,0.0,3.680746268656716,352.0,67.0,,,11816.0,,,,
11,1,2009,14,5204000.0,2690.84,14904,85,39.0,0.0,0.0,0,0.0,0.005703166935050993,0.16470588235294117,0.000939345142243693,192.20285714285714,2.7857142857142856,0.0,0.0,,,,,,,,,,
11,2,2010,39,5204000.0,8407.08,21843,243,17.0,0.0,0.0,0,0.0,0.011124845488257108,0.16049382716049382,0.0017854690289795358,215.56615384615384,0.4358974358974359,0.0,0.0,192.20285714285714,85.0,14.0,,,14904.0,,,,
12,4,2009,1,183750.0,13.16,732,4,35.0,0.0,0.0,0,0.0,0.00546448087431694,0.25,0.001366120218579235,13.16,35.0,0.0,0.0,,,,,,,,,,
13,1,2009,47,65000.0,117.88,8989,159,36.0,0.0,0.0,0,0.0,0.017688285682500835,0.29559748427672955,0.005228612748915341,2.5080851063829788,0.7659574468085106,0.0,0.0,,,,,,,,,,
13,3,2009,36,65000.0,100.68,6783,128,27.0,0.0,0.0,0,0.0,0.018870706177207725,0.28125,0.005307386112339673,2.796666666666667,0.75,0.0,0.0,2.5080851063829788,159.0,47.0,,,8989.0,,,,
13,4,2009,27,65000.0,71.39,7390,144,45.0,0.0,0.0,0,0.0,0.01948579161028417,0.1875,0.0036535859269282815,2.6440740740740742,1.6666666666666667,0.0,0.0,2.796666666666667,128.0,36.0,47.0,,6783.0,36.666666666666664,,7720.666666666667,143.66666666666666
13,1,2010,45,65000.0,129.69,11112,139,43.0,0.0,0.0,0,0.0,0.012508999280057595,0.3237410071942446,0.004049676025917927,2.882,0.9555555555555556,0.0,0.0,2.6440740740740742,144.0,27.0,36.0,47.0,7390.0,36.0,,8428.333333333334,137.0
13,2,2010,43,65000.0,110.64,7021,145,76.0,0.0,0.0,0,0.0,0.02065232872810141,0.296551724137931,0.006124483691781798,2.5730232558139536,1.7674418604651163,0.0,0.0,2.882,139.0,45.0,27.0,36.0,11112.0,38.333333333333336,,8507.666666666666,142.66666666666666
13,2,2011,76,65000.0,203.57,32820,378,14.0,0.0,0.0,0,0.0,0.011517367458866544,0.20105820105820105,0.0023156611822059718,2.678552631578947,0.18421052631578946,0.0,0.0,2.5730232558139536,145.0,43.0,45.0,27.0,7021.0,54.666666666666664,45.666666666666664,16984.333333333332,220.66666666666666
13,4,2011,14,65000.0,37.9,4019,61,12.0,0.0,0.0,0,0.0,0.015177904951480468,0.22950819672131148,0.0034834535954217467,2.707142857142857,0.8571428571428571,0.0,0.0,2.678552631578947,378.0,76.0,43.0,45.0,32820.0,44.333333333333336,40.166666666666664,14620.0,194.66666666666666
14,2,2009,40,499500.0,736.96,9755,241,11.0,0.0,0.0,0,0.0,0.024705279343926193,0.16597510373443983,0.004100461301896463,18.424,0.275,0.0,0.0,,,,,,,,,,
14,3,2009,11,499500.0,227.41,2988,35,45.0,0.0,0.0,0,0.0,0.011713520749665328,0.3142857142857143,0.003681392235609103,20.673636363636362,4.090909090909091,0.0,0.0,18.424,241.0,40.0,,,9755.0,,,,
14,3,2010,45,499500.0,852.05,25580,137,34.0,0.0,0.0,0,0.0,0.005355746677091478,0.3284671532846715,0.0017591868647380765,18.934444444444445,0.7555555555555555,0.0,0.0,20.673636363636362,35.0,11.0,40.0,,2988.0,32.0,,12774.333333333334,137.66666666666666
14,4,2010,34,499500.0,684.66,14501,196,12.0,0.0,0.0,0,0.0,0.01351630922005379,0.17346938775510204,0.0023446658851113715,20.13705882352941,0.35294117647058826,0.0,0.0,18.934444444444445,137.0,45.0,11.0,40.0,25580.0,30.0,,14356.333333333334,122.66666666666667
14,2,2011,12,499500.0,262.09,1501,38,63.0,0.0,0.0,0,0.0,0.02531645569620253,0.3157894736842105,0.007994670219853431,21.840833333333332,5.25,0.0,0.0,20.13705882352941,196.0,34.0,45.0,11.0,14501.0,30.333333333333332,,13860.666666666666,123.66666666666667
14,4,2011,63,499500.0,1285.01,7415,185,83.0,0.0,0.0,0,0.0,0.024949426837491573,0.34054054054054056,0.008496291301416048,20.396984126984126,1.3174603174603174,0.0,0.0,21.840833333333332,38.0,12.0,34.0,45.0,1501.0,36.333333333333336,34.166666666666664,7805.666666666667,139.66666666666666
14,2,2012,83,499500.0,1688.89,16817,482,24.0,0.0,0.0,0,0.0,0.02866147350894928,0.17219917012448133,0.004935481952785871,20.34807228915663,0.2891566265060241,0.0,0.0,20.396984126984126,185.0,63.0,12.0,34.0,7415.0,52.666666666666664,41.333333333333336,8577.666666666666,235.0
16,1,2009,27,524750.0,512.3885,6273,117,41.0,0.0,0.0,0,0.0,0.018651362984218076,0.23076923076923078,0.00430416068866571,18.977351851851854,1.5185185185185186,0.0,0.0,,,,,,,,,,
16,2,2009,41,524750.0,728.127,6410,163,25.0,0.0,0.0,0,0.0,0.025429017160686428,0.25153374233128833,0.006396255850234009,17.75919512195122,0.6097560975609756,0.0,0.0,18.977351851851854,117.0,27.0,,,6273.0,,,,
16,3,2009,25,524750.0,453.2455,8924,89,66.0,0.0,0.0,0,0.0,0.00997310623038996,0.2808988764044944,0.002801434334379202,18.12982,2.64,0.0,0.0,17.75919512195122,163.0,41.0,27.0,,6410.0,31.0,,7202.333333333333,123.0
16,1,2010,66,524750.0,1193.213,25735,438,19.0,0.0,0.0,0,0.0,0.017019623081406643,0.1506849315068493,0.0025646007382941517,18.078984848484847,0.2878787878787879,0.0,0.0,18.12982,89.0,25.0,41.0,27.0,8924.0,44.0,,13689.666666666666,230.0
16,2,2010,19,524750.0,355.3595,11288,84,26.0,0.0,0.0,0,0.0,0.0074415308291991495,0.2261904761904762,0.0016832034018426647,18.70313157894737,1.368421052631579,0.0,0.0,18.078984848484847,438.0,66.0,25.0,41.0,25735.0,36.666666666666664,,15315.666666666666,203.66666666666666
16,4,2010,26,524750.0,450.0155,7208,130,45.0,0.0,0.0,0,0.0,0.018035516093229745,0.2,0.003607103218645949,17.30828846153846,1.7307692307692308,0.0,0.0,18.70313157894737,84.0,19.0,66.0,25.0,11288.0,37.0,34.0,14743.666666666666,217.33333333333334
16,1,2011,45,524750.0,837.386,8753,241,67.0,0.0,0.0,0,0.0,0.0275334171141323,0.18672199170124482,0.005141094481891923,18.60857777777778,1.488888888888889,0.0,0.0,17.30828846153846,130.0,26.0,19.0,66.0,7208.0,30.0,37.0,9083.0,151.66666666666666
16,2,2011,67,524750.0,1232.2959999999998,17909,220,30.0,0.0,0.0,0,0.0,0.01228432631637724,0.30454545454545456,0.003741135741805796,18.392477611940297,0.44776119402985076,0.0,0.0,18.60857777777778,241.0,45.0,26.0,19.0,8753.0,46.0,41.333333333333336,11290.0,197.0
16,4,2011,30,524750.0,554.4295,20344,199,2.0,0.0,0.0,0,0.0,0.009781753834054267,0.1507537688442211,0.0014746362563900905,18.48098333333333,0.06666666666666667,0.0,0.0,18.392477611940297,220.0,67.0,45.0,26.0,17909.0,47.333333333333336,42.166666666666664,15668.666666666666,220.0
16,1,2012,2,524750.0,38.93,468,11,2.0,0.0,0.0,0,0.0,0.023504273504273504,0.18181818181818182,0.004273504273504274,19.465,1.0,0.0,0.0,18.48098333333333,199.0,30.0,67.0,45.0,20344.0,33.0,31.5,12907.0,143.33333333333334
16,2,2012,2,524750.0,40.8255,970,6,17.0,0.0,0.0,0,0.0,0.006185567010309278,0.3333333333333333,0.002061855670103093,20.41275,8.5,0.0,0.0,19.465,11.0,2.0,30.0,67.0,468.0,11.333333333333334,28.666666666666668,7260.666666666667,72.0
17,2,2009,7,399750.0,124.19,2802,42,27.0,0.0,0.0,0,0.0,0.014989293361884369,0.16666666666666666,0.0024982155603140615,17.74142857142857,3.857142857142857,0.0,0.0,,,,,,,,,,
18,4,2009,3,2899750.0,306.6205,678,13,38.0,0.0,0.0,0,0.0,0.019174041297935103,0.23076923076923078,0.004424778761061947,102.20683333333334,12.666666666666666,0.0,0.0,,,,,,,,,,
18,2,2011,38,2899750.0,3821.039,9859,248,63.0,0.0,0.0,0,0.0,0.025154681002130034,0.1532258064516129,0.0038543462825844405,100.55365789473684,1.6578947368421053,0.0,0.0,102.20683333333334,13.0,3.0,,,678.0,,,,
19,2,2009,30,5024750.0,5015.051,5080,102,48.0,0.0,0.0,0,0.0,0.020078740157480315,0.29411764705882354,0.005905511811023622,167.16836666666669,1.6,0.0,0.0,,,,,,,,,,
19,3,2009,48,5024750.0,8101.9875,14179,263,49.0,0.0,0.0,0,0.0,0.018548557726214825,0.18250950570342206,0.0033852881021228577,168.79140625,1.0208333333333333,0.0,0.0,167.16836666666669,102.0,30.0,,,5080.0,,,,
19,4,2009,49,5024750.0,8252.361,7425,159,12.0,0.0,0.0,0,0.0,0.021414141414141413,0.3081761006289308,0.0065993265993266,168.4155306122449,0.24489795918367346,0.0,0.0,168.79140625,263.0,48.0,30.0,,14179.0,42.333333333333336,,8894.666666666666,174.66666666666666
19,1,2010,12,5024750.0,1940.21,4508,73,29.0,0.0,0.0,0,0.0,0.01619343389529725,0.1643835616438356,0.0026619343389529724,161.68416666666667,2.4166666666666665,0.0,0.0,168.4155306122449,159.0,49.0,48.0,30.0,7425.0,36.333333333333336,,8704.0,165.0
19,2,2010,29,5024750.0,5010.7415,11497,118,40.0,0.0,0.0,0,0.0,0.01026354701226407,0.2457627118644068,0.0025223971470818476,172.7841896551724,1.3793103448275863,0.0,0.0,161.68416666666667,73.0,12.0,49.0,48.0,4508.0,30.0,,7810.0,116.66666666666667
19,3,2010,40,5024750.0,6789.9275,21915,203,35.0,0.0,0.0,0,0.0,0.009263061829796942,0.19704433497536947,0.0018252338580880675,169.7481875,0.875,0.0,0.0,172.7841896551724,118.0,29.0,12.0,49.0,11497.0,27.0,34.666666666666664,12640.0,131.33333333333334
19,1,2011,35,5024750.0,5797.68,8718,175,59.0,0.0,0.0,0,0.0,0.020073411332874512,0.2,0.004014682266574902,165.648,1.6857142857142857,0.0,0.0,169.7481875,203.0,40.0,29.0,12.0,21915.0,34.666666666666664,35.5,14043.333333333334,165.33333333333334
19,2,2011,59,5024750.0,10019.137,46624,316,12.0,0.0,0.0,0,0.0,0.006777625257378174,0.18670886075949367,0.001265442690459849,169.81588135593222,0.2033898305084746,0.0,0.0,165.648,175.0,35.0,40.0,29.0,8718.0,44.666666666666664,37.333333333333336,25752.333333333332,231.33333333333334
20,1,2009,39,4399750.0,5250.6625,11315,184,65.0,0.0,0.0,0,0.0,0.016261599646486963,0.21195652173913043,0.00344675209898365,134.6323717948718,1.6666666666666667,0.0,0.0,,,,,,,,,,
20,3,2009,65,4399750.0,9484.5465,12603,192,9.0,0.0,0.0,0,0.0,0.015234467983813378,0.3385416666666667,0.005157502182020154,145.9161,0.13846153846153847,0.0,0.0,134.6323717948718,184.0,39.0,,,11315.0,,,,
20,4,2009,9,4399750.0,1288.515,1182,27,40.0,0.0,0.0,0,0.0,0.02284263959390863,0.3333333333333333,0.007614213197969543,143.16833333333335,4.444444444444445,0.0,0.0,145.9161,192.0,65.0,39.0,,12603.0,37.666666666666664,,8366.666666666666,134.33333333333334
20,2,2011,40,4399750.0,5554.036,14007,121,43.0,0.0,0.0,0,0.0,0.008638537873920183,0.3305785123966942,0.0028557149996430355,138.8509,1.075,0.0,0.0,143.16833333333335,27.0,9.0,65.0,39.0,1182.0,38.0,,9264.0,113.33333333333333
20,3,2011,43,4399750.0,6477.459,11132,154,3.0,0.0,0.0,0,0.0,0.01383399209486166,0.2792207792207792,0.0038627380524613726,150.63858139534884,0.06976744186046512,0.0,0.0,138.8509,121.0,40.0,9.0,65.0,14007.0,30.666666666666668,,8773.666666666666,100.66666666666667
20,4,2011,3,4399750.0,448.3665,670,11,50.0,0.0,0.0,0,0.0,0.016417910447761194,0.2727272727272727,0.004477611940298508,149.4555,16.666666666666668,0.0,0.0,150.63858139534884,154.0,43.0,40.0,9.0,11132.0,28.666666666666668,33.166666666666664,8603.0,95.33333333333333
21,2,2009,42,1649749.9999999998,2455.276,6062,121,42.0,0.0,0.0,0,0.0,0.01996040910590564,0.34710743801652894,0.006928406466512702,58.458952380952375,1.0,0.0,0.0,,,,,,,,,,
21,1,2010,42,1649749.9999999998,2252.262,7477,176,10.0,0.0,0.0,0,0.0,0.023538852480941553,0.23863636363636365,0.005617226160224689,53.62528571428572,0.23809523809523808,0.0,0.0,58.458952380952375,121.0,42.0,,,6062.0,,,,
21,4,2010,10,1649749.9999999998,575.569,1863,53,27.0,0.0,0.0,0,0.0,0.02844873859366613,0.18867924528301888,0.005367686527106817,57.5569,2.7,0.0,0.0,53.62528571428572,176.0,42.0,42.0,,7477.0,31.333333333333332,,5134.0,116.66666666666667
21,2,2011,27,1649749.9999999998,1403.027,3648,83,33.0,0.0,0.0,0,0.0,0.02275219298245614,0.3253012048192771,0.007401315789473684,51.96396296296297,1.2222222222222223,0.0,0.0,57.5569,53.0,10.0,42.0,42.0,1863.0,26.333333333333332,,4329.333333333333,104.0
22,4,2009,50,624500.0,1318.49,5305,153,41.0,0.0,0.0,0,0.0,0.02884071630537229,0.32679738562091504,0.00942507068803016,26.3698,0.82,0.0,0.0,,,,,,,,,,
22,1,2010,41,624500.0,1011.67,10151,130,28.0,0.0,0.0,0,0.0,0.012806620037434735,0.3153846153846154,0.004039010934883263,24.674878048780485,0.6829268292682927,0.0,0.0,26.3698,153.0,50.0,,,5305.0,,,,
23,1,2009,25,3149750.0,2750.107,21192,155,16.0,0.0,0.0,0,0.0,0.007314080785201963,0.16129032258064516,0.001179690449226123,110.00428,0.64,0.0,0.0,,,,,,,,,,
24,1,2010,32,5263750.0,6245.76,6479,128,18.0,0.0,0.0,0,0.0,0.019756135206050317,0.25,0.004939033801512579,195.18,0.5625,0.0,0.0,,,,,,,,,,
24,1,2011,18,5263750.0,3780.43,3798,75,2.0,0.0,0.0,0,0.0,0.019747235387045814,0.24,0.004739336492890996,210.02388888888888,0.1111111111111111,0.0,0.0,195.18,128.0,32.0,,,6479.0,,,,
25,3,2009,40,1649749.9999999998,2273.9115,17449,127,15.0,0.0,0.0,0,0.0,0.007278354060404607,0.31496062992125984,0.0022923949796549944,56.8477875,0.375,0.0,0.0,,,,,,,,,,
25,4,2009,15,1649749.9999999998,822.8425,6983,58,47.0,0.0,0.0,0,0.0,0.008305885722468853,0.25862068965517243,0.0021480738937419445,54.85616666666667,3.1333333333333333,0.0,0.0,56.8477875,127.0,40.0,,,17449.0,,,,
25,3,2010,47,1649749.9999999998,2766.818,12078,139,44.0,0.0,0.0,0,0.0,0.011508527901970525,0.3381294964028777,0.0038913727438317602,58.868468085106386,0.9361702127659575,0.0,0.0,54.85616666666667,58.0,15.0,40.0,,6983.0,34.0,,12170.0,108.0
25,4,2010,44,1649749.9999999998,2488.8085,5431,150,34.0,0.0,0.0,0,0.0,0.02761922297919352,0.29333333333333333,0.008101638740563431,56.563829545454546,0.7727272727272727,0.0,0.0,58.868468085106386,139.0,47.0,15.0,40.0,12078.0,35.333333333333336,,8164.0,115.66666666666667
25,4,2011,34,1649749.9999999998,1947.4265,4384,108,1.0,0.0,0.0,0,0.0,0.024635036496350366,0.3148148148148148,0.007755474452554745,57.27725,0.029411764705882353,0.0,0.0,56.563829545454546,150.0,44.0,47.0,15.0,5431.0,41.666666666666664,,7297.666666666667,132.33333333333334
25,1,2012,1,1649749.9999999998,61.098,138,4,46.0,0.0,0.0,0,0.0,0.028985507246376812,0.25,0.007246376811594203,61.098,46.0,0.0,0.0,57.27725,108.0,34.0,44.0,47.0,4384.0,26.333333333333332,30.166666666666668,3317.6666666666665,87.33333333333333
26,2,2009,21,3149750.0,2292.1015,7447,129,31.0,0.0,0.0,0,0.0,0.017322411709413187,0.16279069767441862,0.0028199274875788907,109.14769047619049,1.4761904761904763,0.0,0.0,,,,,,,,,,
26,2,2012,31,3149750.0,3229.66,8142,177,13.0,0.0,0.0,0,0.0,0.021739130434782608,0.1751412429378531,0.0038074183247359373,104.18258064516128,0.41935483870967744,0.0,0.0,109.14769047619049,129.0,21.0,,,7447.0,,,,
27,3,2009,27,2899750.0,2762.857,6727,166,42.0,0.0,0.0,0,0.0,0.02467667608146276,0.16265060240963855,0.004013676230117437,102.32803703703703,1.5555555555555556,0.0,0.0,,,,,,,,,,
27,1,2010,42,2899750.0,3931.318,8611,148,44.0,0.0,0.0,0,0.0,0.017187318546045754,0.28378378378378377,0.004877482290094066,93.60280952380953,1.0476190476190477,0.0,0.0,102.32803703703703,166.0,27.0,,,6727.0,,,,
28,3,2010,44,165000.0,292.93,10881,292,17.0,0.0,0.0,0,0.0,0.02683576877125264,0.1506849315068493,0.0040437459792298505,6.6575,0.38636363636363635,0.0,0.0,,,,,,,,,,
